time,frame,pressure
0.192,192,-0.951056516
0.193,193,0.951056516
0.194,194,-0.587785252
0.195,195,0.0
0.196,196,0.587785252
0.197,197,-0.951056516
0.198,198,0.951056516
0.199,199,-0.587785252
0.2,200,0.0
0.201,201,0.587785252
0.202,202,-0.951056516
0.203,203,0.951056516
0.204,204,-0.587785252
0.205,205,0.0
0.206,206,0.587785252
0.207,207,-0.951056516
0.208,208,0.951056516
0.209,209,-0.587785252
0.21,210,0.0
0.211,211,0.587785252
0.212,212,-0.951056516
0.213,213,0.951056516
0.214,214,-0.587785252
0.215,215,-0.0
0.216,216,0.587785252
0.217,217,-0.951056516
0.218,218,0.951056516
0.219,219,-0.587785252
0.22,220,0.0
0.221,221,0.587785252
0.222,222,-0.951056516
0.223,223,0.951056516
0.224,224,-0.587785252
0.225,225,-0.0
0.226,226,0.587785252
0.227,227,-0.951056516
0.228,228,0.951056516
0.229,229,-0.587785252
0.23,230,0.0
0.231,231,0.587785252
0.232,232,-0.951056516
0.233,233,0.951056516
0.234,234,-0.587785252
0.235,235,0.0
0.236,236,0.587785252
0.237,237,-0.951056516
0.238,238,0.951056516
0.239,239,-0.587785252
0.24,240,-0.0
0.241,241,0.587785252
0.242,242,-0.951056516
0.243,243,0.951056516
0.244,244,-0.587785252
0.245,245,0.0
0.246,246,0.587785252
0.247,247,-0.951056516
0.248,248,0.951056516
0.249,249,-0.587785252
0.25,250,0.0
0.251,251,0.587785252
0.252,252,-0.951056516
0.253,253,0.951056516
0.254,254,-0.587785252
0.255,255,-0.0
0.256,256,0.587785252
0.257,257,-0.951056516
0.258,258,0.951056516
0.259,259,-0.587785252
0.26,260,0.0
0.261,261,0.587785252
0.262,262,-0.951056516
0.263,263,0.951056516
0.264,264,-0.587785252
0.265,265,-0.0
0.266,266,0.587785252
0.267,267,-0.951056516
0.268,268,0.951056516
0.269,269,-0.587785252
0.27,270,0.0
0.271,271,0.587785252
0.272,272,-0.951056516
0.273,273,0.951056516
0.274,274,-0.587785252
0.275,275,0.0
0.276,276,0.587785252
0.277,277,-0.951056516
0.278,278,0.951056516
0.279,279,-0.587785252
0.28,280,0.0
0.281,281,0.587785252
0.282,282,-0.951056516
0.283,283,0.951056516
0.284,284,-0.587785252
0.285,285,0.0
0.286,286,0.587785252
0.287,287,-0.951056516
0.288,288,0.951056516
0.289,289,-0.587785252
0.29,290,0.0
0.291,291,0.587785252
0.292,292,-0.951056516
0.293,293,0.951056516
0.294,294,-0.587785252
0.295,295,-0.0
0.296,296,0.587785252
0.297,297,-0.951056516
0.298,298,0.951056516
0.299,299,-0.587785252
0.3,300,0.0
0.301,301,0.587785252
0.302,302,-0.951056516
0.303,303,0.951056516
0.304,304,-0.587785252
0.305,305,-0.0
0.306,306,0.587785252
0.307,307,-0.951056516
0.308,308,0.951056516
0.309,309,-0.587785252
0.31,310,0.0
0.311,311,0.587785252
0.312,312,-0.951056516
0.313,313,0.951056516
0.314,314,-0.587785252
0.315,315,0.0
0.316,316,0.587785252
0.317,317,-0.951056516
0.318,318,0.951056516
0.319,319,-0.587785252
0.32,320,-0.0
0.321,321,0.587785252
0.322,322,-0.951056516
0.323,323,0.951056516
0.324,324,-0.587785252
0.325,325,0.0
0.326,326,0.587785252
0.327,327,-0.951056516
0.328,328,0.951056516
0.329,329,-0.587785252
0.33,330,-0.0
0.331,331,0.587785252
0.332,332,-0.951056516
0.333,333,0.951056516
0.334,334,-0.587785252
0.335,335,0.0
0.336,336,0.587785252
0.337,337,-0.951056516
0.338,338,0.951056516
0.339,339,-0.587785252
0.34,340,0.0
0.341,341,0.587785252
0.342,342,-0.951056516
0.343,343,0.951056516
0.344,344,-0.587785252
0.345,345,0.0
0.346,346,0.587785252
0.347,347,-0.951056516
0.348,348,0.951056516
0.349,349,-0.587785252
0.35,350,0.0
0.351,351,0.587785252
0.352,352,-0.951056516
0.353,353,0.951056516
0.354,354,-0.587785252
0.355,355,0.0
0.356,356,0.587785252
0.357,357,-0.951056516
0.358,358,0.951056516
0.359,359,-0.587785252
0.36,360,-0.0
0.361,361,0.587785252
0.362,362,-0.951056516
0.363,363,0.951056516
0.364,364,-0.587785252
0.365,365,0.0
0.366,366,0.587785252
0.367,367,-0.951056516
0.368,368,0.951056516
0.369,369,-0.587785252
0.37,370,-0.0
0.371,371,0.587785252
0.372,372,-0.951056516
0.373,373,0.951056516
0.374,374,-0.587785252
0.375,375,-0.0
0.376,376,0.587785252
0.377,377,-0.951056516
0.378,378,0.951056516
0.379,379,-0.587785252
0.38,380,0.0
0.381,381,0.587785252
0.382,382,-0.951056516
0.383,383,0.951056516
0.384,384,-0.587785252
0.385,385,-0.0
0.386,386,0.587785252
0.387,387,-0.951056516
0.388,388,0.951056516
0.389,389,-0.587785252
0.39,390,0.0
0.391,391,0.587785252
0.392,392,-0.951056516
0.393,393,0.951056516
0.394,394,-0.587785252
0.395,395,0.0
0.396,396,0.587785252
0.397,397,-0.951056516
0.398,398,0.951056516
0.399,399,-0.587785252
0.4,400,0.0
0.401,401,0.587785252
0.402,402,-0.951056516
0.403,403,0.951056516
0.404,404,-0.587785252
0.405,405,0.0
0.406,406,0.587785252
0.407,407,-0.951056516
0.408,408,0.951056516
0.409,409,-0.587785252
0.41,410,0.0
0.411,411,0.587785252
0.412,412,-0.951056516
0.413,413,0.951056516
0.414,414,-0.587785252
0.415,415,0.0
0.416,416,0.587785252
0.417,417,-0.951056516
0.418,418,0.951056516
0.419,419,-0.587785252
0.42,420,0.0
0.421,421,0.587785252
0.422,422,-0.951056516
0.423,423,0.951056516
0.424,424,-0.587785252
0.425,425,-0.0
0.426,426,0.587785252
0.427,427,-0.951056516
0.428,428,0.951056516
0.429,429,-0.587785252
0.43,430,-0.0
0.431,431,0.587785252
0.432,432,-0.951056516
0.433,433,0.951056516
0.434,434,-0.587785252
0.435,435,0.0
0.436,436,0.587785252
0.437,437,-0.951056516
0.438,438,0.951056516
0.439,439,-0.587785252
0.44,440,0.0
0.441,441,0.587785252
0.442,442,-0.951056516
0.443,443,0.951056516
0.444,444,-0.587785252
0.445,445,0.0
0.446,446,0.587785252
0.447,447,-0.951056516
0.448,448,0.951056516
0.449,449,-0.587785252
0.45,450,-0.0
0.451,451,0.587785252
0.452,452,-0.951056516
0.453,453,0.951056516
0.454,454,-0.587785252
0.455,455,-0.0
0.456,456,0.587785252
0.457,457,-0.951056516
0.458,458,0.951056516
0.459,459,-0.587785252
0.46,460,0.0
0.461,461,0.587785252
0.462,462,-0.951056516
0.463,463,0.951056516
0.464,464,-0.587785252
0.465,465,0.0
0.466,466,0.587785252
0.467,467,-0.951056516
0.468,468,0.951056516
0.469,469,-0.587785252
0.47,470,0.0
0.471,471,0.587785252
0.472,472,-0.951056516
0.473,473,0.951056516
0.474,474,-0.587785252
0.475,475,-0.0
0.476,476,0.587785252
0.477,477,-0.951056516
0.478,478,0.951056516
0.479,479,-0.587785252
0.48,480,-0.0
0.481,481,0.587785252
0.482,482,-0.951056516
0.483,483,0.951056516
0.484,484,-0.587785252
0.485,485,-0.0
0.486,486,0.587785252
0.487,487,-0.951056516
0.488,488,0.951056516
0.489,489,-0.587785252
0.49,490,0.0
0.491,491,0.587785252
0.492,492,-0.951056516
0.493,493,0.951056516
0.494,494,-0.587785252
0.495,495,0.0
0.496,496,0.587785252
0.497,497,-0.951056516
0.498,498,0.951056516
0.499,499,-0.587785252
0.5,500,0.0
0.501,501,0.587785252
0.502,502,-0.951056516
0.503,503,0.951056516
0.504,504,-0.587785252
0.505,505,-0.0
0.506,506,0.587785252
0.507,507,-0.951056516
0.508,508,0.951056516
0.509,509,-0.587785252
0.51,510,-0.0
0.511,511,0.587785252
0.512,512,-0.951056516
0.513,513,0.951056516
0.514,514,-0.587785252
0.515,515,0.0
0.516,516,0.587785252
0.517,517,-0.951056516
0.518,518,0.951056516
0.519,519,-0.587785252
0.52,520,0.0
0.521,521,0.587785252
0.522,522,-0.951056516
0.523,523,0.951056516
0.524,524,-0.587785252
0.525,525,0.0
0.526,526,0.587785252
0.527,527,-0.951056516
0.528,528,0.951056516
0.529,529,-0.587785252
0.53,530,-0.0
0.531,531,0.587785252
0.532,532,-0.951056516
0.533,533,0.951056516
0.534,534,-0.587785252
0.535,535,0.0
0.536,536,0.587785252
0.537,537,-0.951056516
0.538,538,0.951056516
0.539,539,-0.587785252
0.54,540,0.0
0.541,541,0.587785252
0.542,542,-0.951056516
0.543,543,0.951056516
0.544,544,-0.587785252
0.545,545,0.0
0.546,546,0.587785252
0.547,547,-0.951056516
0.548,548,0.951056516
0.549,549,-0.587785252
0.55,550,0.0
0.551,551,0.587785252
0.552,552,-0.951056516
0.553,553,0.951056516
0.554,554,-0.587785252
0.555,555,0.0
0.556,556,0.587785252
0.557,557,-0.951056516
0.558,558,0.951056516
0.559,559,-0.587785252
0.56,560,0.0
0.561,561,0.587785252
0.562,562,-0.951056516
0.563,563,0.951056516
0.564,564,-0.587785252
0.565,565,0.0
0.566,566,0.587785252
0.567,567,-0.951056516
0.568,568,0.951056516
0.569,569,-0.587785252
0.57,570,0.0
0.571,571,0.587785252
0.572,572,-0.951056516
0.573,573,0.951056516
0.574,574,-0.587785252
0.575,575,0.0
0.576,576,0.587785252
0.577,577,-0.951056516
0.578,578,0.951056516
0.579,579,-0.587785252
0.58,580,0.0
0.581,581,0.587785252
0.582,582,-0.951056516
0.583,583,0.951056516
0.584,584,-0.587785252
0.585,585,-0.0
0.586,586,0.587785252
0.587,587,-0.951056516
0.588,588,0.951056516
0.589,589,-0.587785252
0.59,590,-0.0
0.591,591,0.587785252
0.592,592,-0.951056516
0.593,593,0.951056516
0.594,594,-0.587785252
0.595,595,-0.0
0.596,596,0.587785252
0.597,597,-0.951056516
0.598,598,0.951056516
0.599,599,-0.587785252
0.6,600,0.0
0.601,601,0.587785252
0.602,602,-0.951056516
0.603,603,0.951056516
0.604,604,-0.587785252
0.605,605,0.0
0.606,606,0.587785252
0.607,607,-0.951056516
0.608,608,0.951056516
0.609,609,-0.587785252
0.61,610,-0.0
0.611,611,0.587785252
0.612,612,-0.951056516
0.613,613,0.951056516
0.614,614,-0.587785252
0.615,615,-0.0
0.616,616,0.587785252
0.617,617,-0.951056516
0.618,618,0.951056516
0.619,619,-0.587785252
0.62,620,0.0
0.621,621,0.587785252
0.622,622,-0.951056516
0.623,623,0.951056516
0.624,624,-0.587785252
0.625,625,0.0
0.626,626,0.587785252
0.627,627,-0.951056516
0.628,628,0.951056516
0.629,629,-0.587785252
0.63,630,0.0
0.631,631,0.587785252
0.632,632,-0.951056516
0.633,633,0.951056516
0.634,634,-0.587785252
0.635,635,-0.0
0.636,636,0.587785252
0.637,637,-0.951056516
0.638,638,0.951056516
0.639,639,-0.587785252
0.64,640,-0.0
0.641,641,0.587785252
0.642,642,-0.951056516
0.643,643,0.951056516
0.644,644,-0.587785252
0.645,645,0.0
0.646,646,0.587785252
0.647,647,-0.951056516
0.648,648,0.951056516
0.649,649,-0.587785252
0.65,650,0.0
0.651,651,0.587785252
0.652,652,-0.951056516
0.653,653,0.951056516
0.654,654,-0.587785252
0.655,655,0.0
0.656,656,0.587785252
0.657,657,-0.951056516
0.658,658,0.951056516
0.659,659,-0.587785252
0.66,660,-0.0
0.661,661,0.587785252
0.662,662,-0.951056516
0.663,663,0.951056516
0.664,664,-0.587785252
0.665,665,0.0
0.666,666,0.587785252
0.667,667,-0.951056516
0.668,668,0.951056516
0.669,669,-0.587785252
0.67,670,0.0
0.671,671,0.587785252
0.672,672,-0.951056516
0.673,673,0.951056516
0.674,674,-0.587785252
0.675,675,0.0
0.676,676,0.587785252
0.677,677,-0.951056516
0.678,678,0.951056516
0.679,679,-0.587785252
0.68,680,0.0
0.681,681,0.587785252
0.682,682,-0.951056516
0.683,683,0.951056516
0.684,684,-0.587785252
0.685,685,0.0
0.686,686,0.587785252
0.687,687,-0.951056516
0.688,688,0.951056516
0.689,689,-0.587785252
0.69,690,0.0
0.691,691,0.587785252
0.692,692,-0.951056516
0.693,693,0.951056516
0.694,694,-0.587785252
0.695,695,0.0
0.696,696,0.587785252
0.697,697,-0.951056516
0.698,698,0.951056516
0.699,699,-0.587785252
0.7,700,0.0
0.701,701,0.587785252
0.702,702,-0.951056516
0.703,703,0.951056516
0.704,704,-0.587785252
0.705,705,-0.0
0.706,706,0.587785252
0.707,707,-0.951056516
0.708,708,0.951056516
0.709,709,-0.587785252
0.71,710,0.0
0.711,711,0.587785252
0.712,712,-0.951056516
0.713,713,0.951056516
0.714,714,-0.587785252
0.715,715,-0.0
0.716,716,0.587785252
0.717,717,-0.951056516
0.718,718,0.951056516
0.719,719,-0.587785252
0.72,720,-0.0
0.721,721,0.587785252
0.722,722,-0.951056516
0.723,723,0.951056516
0.724,724,-0.587785252
0.725,725,-0.0
0.726,726,0.587785252
0.727,727,-0.951056516
0.728,728,0.951056516
0.729,729,-0.587785252
0.73,730,0.0
0.731,731,0.587785252
0.732,732,-0.951056516
0.733,733,0.951056516
0.734,734,-0.587785252
0.735,735,0.0
0.736,736,0.587785252
0.737,737,-0.951056516
0.738,738,0.951056516
0.739,739,-0.587785252
0.74,740,-0.0
0.741,741,0.587785252
0.742,742,-0.951056516
0.743,743,0.951056516
0.744,744,-0.587785252
0.745,745,-0.0
0.746,746,0.587785252
0.747,747,-0.951056516
0.748,748,0.951056516
0.749,749,-0.587785252
0.75,750,-0.0
0.751,751,0.587785252
0.752,752,-0.951056516
0.753,753,0.951056516
0.754,754,-0.587785252
0.755,755,0.0
0.756,756,0.587785252
0.757,757,-0.951056516
0.758,758,0.951056516
0.759,759,-0.587785252
0.76,760,0.0
0.761,761,0.587785252
0.762,762,-0.951056516
0.763,763,0.951056516
0.764,764,-0.587785252
0.765,765,-0.0
0.766,766,0.587785252
0.767,767,-0.951056516
0.768,768,0.951056516
0.769,769,-0.587785252
0.77,770,-0.0
0.771,771,0.587785252
0.772,772,-0.951056516
0.773,773,0.951056516
0.774,774,-0.587785252
0.775,775,0.0
0.776,776,0.587785252
0.777,777,-0.951056516
0.778,778,0.951056516
0.779,779,-0.587785252
0.78,780,0.0
0.781,781,0.587785252
0.782,782,-0.951056516
0.783,783,0.951056516
0.784,784,-0.587785252
0.785,785,0.0
0.786,786,0.587785252
0.787,787,-0.951056516
0.788,788,0.951056516
0.789,789,-0.587785252
0.79,790,0.0
0.791,791,0.587785252
0.792,792,-0.951056516
0.793,793,0.951056516
0.794,794,-0.587785252
0.795,795,0.0
0.796,796,0.587785252
0.797,797,-0.951056516
0.798,798,0.951056516
0.799,799,-0.587785252
0.8,800,0.0
0.801,801,0.587785252
0.802,802,-0.951056516
0.803,803,0.951056516
0.804,804,-0.587785252
0.805,805,0.0
0.806,806,0.587785252
0.807,807,-0.951056516
0.808,808,0.951056516
0.809,809,-0.587785252
0.81,810,0.0
0.811,811,0.587785252
0.812,812,-0.951056516
0.813,813,0.951056516
0.814,814,-0.587785252
0.815,815,0.0
0.816,816,0.587785252
0.817,817,-0.951056516
0.818,818,0.951056516
0.819,819,-0.587785252
0.82,820,0.0
0.821,821,0.587785252
0.822,822,-0.951056516
0.823,823,0.951056516
0.824,824,-0.587785252
0.825,825,0.0
0.826,826,0.587785252
0.827,827,-0.951056516
0.828,828,0.951056516
0.829,829,-0.587785252
0.83,830,0.0
0.831,831,0.587785252
0.832,832,-0.951056516
0.833,833,0.951056516
0.834,834,-0.587785252
0.835,835,0.0
0.836,836,0.587785252
0.837,837,-0.951056516
0.838,838,0.951056516
0.839,839,-0.587785252
0.84,840,0.0
0.841,841,0.587785252
0.842,842,-0.951056516
0.843,843,0.951056516
0.844,844,-0.587785252
0.845,845,-0.0
0.846,846,0.587785252
0.847,847,-0.951056516
0.848,848,0.951056516
0.849,849,-0.587785252
0.85,850,-0.0
0.851,851,0.587785252
0.852,852,-0.951056516
0.853,853,0.951056516
0.854,854,-0.587785252
0.855,855,-0.0
0.856,856,0.587785252
0.857,857,-0.951056516
0.858,858,0.951056516
0.859,859,-0.587785252
0.86,860,-0.0
0.861,861,0.587785252
0.862,862,-0.951056516
0.863,863,0.951056516
0.864,864,-0.587785252
0.865,865,-0.0
0.866,866,0.587785252
0.867,867,-0.951056516
0.868,868,0.951056516
0.869,869,-0.587785252
0.87,870,0.0
0.871,871,0.587785252
0.872,872,-0.951056516
0.873,873,0.951056516
0.874,874,-0.587785252
0.875,875,0.0
0.876,876,0.587785252
0.877,877,-0.951056516
0.878,878,0.951056516
0.879,879,-0.587785252
0.88,880,0.0
0.881,881,0.587785252
0.882,882,-0.951056516
0.883,883,0.951056516
0.884,884,-0.587785252
0.885,885,0.0
0.886,886,0.587785252
0.887,887,-0.951056516
0.888,888,0.951056516
0.889,889,-0.587785252
0.89,890,0.0
0.891,891,0.587785252
0.892,892,-0.951056516
0.893,893,0.951056516
0.894,894,-0.587785252
0.895,895,0.0
0.896,896,0.587785252
0.897,897,-0.951056516
0.898,898,0.951056516
0.899,899,-0.587785252
0.9,900,-0.0
0.901,901,0.587785252
0.902,902,-0.951056516
0.903,903,0.951056516
0.904,904,-0.587785252
0.905,905,-0.0
0.906,906,0.587785252
0.907,907,-0.951056516
0.908,908,0.951056516
0.909,909,-0.587785252
0.91,910,-0.0
0.911,911,0.587785252
0.912,912,-0.951056516
0.913,913,0.951056516
0.914,914,-0.587785252
0.915,915,0.0
0.916,916,0.587785252
0.917,917,-0.951056516
0.918,918,0.951056516
0.919,919,-0.587785252
0.92,920,0.0
0.921,921,0.587785252
0.922,922,-0.951056516
0.923,923,0.951056516
0.924,924,-0.587785252
0.925,925,0.0
0.926,926,0.587785252
0.927,927,-0.951056516
0.928,928,0.951056516
0.929,929,-0.587785252
0.93,930,0.0
0.931,931,0.587785252
0.932,932,-0.951056516
0.933,933,0.951056516
0.934,934,-0.587785252
0.935,935,0.0
0.936,936,0.587785252
0.937,937,-0.951056516
0.938,938,0.951056516
0.939,939,-0.587785252
0.94,940,0.0
0.941,941,0.587785252
0.942,942,-0.951056516
0.943,943,0.951056516
0.944,944,-0.587785252
0.945,945,0.0
0.946,946,0.587785252
0.947,947,-0.951056516
0.948,948,0.951056516
0.949,949,-0.587785252
0.95,950,-0.0
0.951,951,0.587785252
0.952,952,-0.951056516
0.953,953,0.951056516
0.954,954,-0.587785252
0.955,955,0.0
0.956,956,0.587785252
0.957,957,-0.951056516
0.958,958,0.951056516
0.959,959,-0.587785252
0.96,960,-0.0
0.961,961,0.587785252
0.962,962,-0.951056516
0.963,963,0.951056516
0.964,964,-0.587785252
0.965,965,-0.0
0.966,966,0.587785252
0.967,967,-0.951056516
0.968,968,0.951056516
0.969,969,-0.587785252
0.97,970,-0.0
0.971,971,0.587785252
0.972,972,-0.951056516
0.973,973,0.951056516
0.974,974,-0.587785252
0.975,975,-0.0
0.976,976,0.587785252
0.977,977,-0.951056516
0.978,978,0.951056516
0.979,979,-0.587785252
0.98,980,0.0
0.981,981,0.587785252
0.982,982,-0.951056516
0.983,983,0.951056516
0.984,984,-0.587785252
0.985,985,0.0
0.986,986,0.587785252
0.987,987,-0.951056516
0.988,988,0.951056516
0.989,989,-0.587785252
0.99,990,0.0
0.991,991,0.587785252
0.992,992,-0.951056516
0.993,993,0.951056516
0.994,994,-0.587785252
0.995,995,0.0
0.996,996,0.587785252
0.997,997,-0.951056516
0.998,998,0.951056516
0.999,999,-0.587785252
1.0,1000,0.0
1.001,1001,0.587785252
1.002,1002,-0.951056516
1.003,1003,0.951056516
1.004,1004,-0.587785252
1.005,1005,0.0
1.006,1006,0.587785252
1.007,1007,-0.951056516
1.008,1008,0.951056516
1.009,1009,-0.587785252
1.01,1010,-0.0
1.011,1011,0.587785252
1.012,1012,-0.951056516
1.013,1013,0.951056516
1.014,1014,-0.587785252
1.015,1015,0.0
1.016,1016,0.587785252
1.017,1017,-0.951056516
1.018,1018,0.951056516
1.019,1019,-0.587785252
1.02,1020,-0.0
1.021,1021,0.587785252
1.022,1022,-0.951056516
1.023,1023,0.951056516
1.024,1024,-0.587785252
1.025,1025,-0.0
1.026,1026,0.587785252
1.027,1027,-0.951056516
1.028,1028,0.951056516
1.029,1029,-0.587785252
1.03,1030,0.0
1.031,1031,0.587785252
1.032,1032,-0.951056516
1.033,1033,0.951056516
1.034,1034,-0.587785252
1.035,1035,-0.0
1.036,1036,0.587785252
1.037,1037,-0.951056516
1.038,1038,0.951056516
1.039,1039,-0.587785252
1.04,1040,0.0
1.041,1041,0.587785252
1.042,1042,-0.951056516
1.043,1043,0.951056516
1.044,1044,-0.587785252
1.045,1045,-0.0
1.046,1046,0.587785252
1.047,1047,-0.951056516
1.048,1048,0.951056516
1.049,1049,-0.587785252
1.05,1050,0.0
1.051,1051,0.587785252
1.052,1052,-0.951056516
1.053,1053,0.951056516
1.054,1054,-0.587785252
1.055,1055,-0.0
1.056,1056,0.587785252
1.057,1057,-0.951056516
1.058,1058,0.951056516
1.059,1059,-0.587785252
1.06,1060,-0.0
1.061,1061,0.587785252
1.062,1062,-0.951056516
1.063,1063,0.951056516
1.064,1064,-0.587785252
1.065,1065,-0.0
1.066,1066,0.587785252
1.067,1067,-0.951056516
1.068,1068,0.951056516
1.069,1069,-0.587785252
1.07,1070,0.0
1.071,1071,0.587785252
1.072,1072,-0.951056516
1.073,1073,0.951056516
1.074,1074,-0.587785252
1.075,1075,-0.0
1.076,1076,0.587785252
1.077,1077,-0.951056516
1.078,1078,0.951056516
1.079,1079,-0.587785252
1.08,1080,0.0
1.081,1081,0.587785252
1.082,1082,-0.951056516
1.083,1083,0.951056516
1.084,1084,-0.587785252
1.085,1085,-0.0
1.086,1086,0.587785252
1.087,1087,-0.951056516
1.088,1088,0.951056516
1.089,1089,-0.587785252
1.09,1090,0.0
1.091,1091,0.587785252
1.092,1092,-0.951056516
1.093,1093,0.951056516
1.094,1094,-0.587785252
1.095,1095,0.0
1.096,1096,0.587785252
1.097,1097,-0.951056516
1.098,1098,0.951056516
1.099,1099,-0.587785252
1.1,1100,0.0
1.101,1101,0.587785252
1.102,1102,-0.951056516
1.103,1103,0.951056516
1.104,1104,-0.587785252
1.105,1105,0.0
1.106,1106,0.587785252
1.107,1107,-0.951056516
1.108,1108,0.951056516
1.109,1109,-0.587785252
1.11,1110,0.0
1.111,1111,0.587785252
1.112,1112,-0.951056516
1.113,1113,0.951056516
1.114,1114,-0.587785252
1.115,1115,-0.0
1.116,1116,0.587785252
1.117,1117,-0.951056516
1.118,1118,0.951056516
1.119,1119,-0.587785252
1.12,1120,0.0
1.121,1121,0.587785252
1.122,1122,-0.951056516
1.123,1123,0.951056516
1.124,1124,-0.587785252
1.125,1125,-0.0
1.126,1126,0.587785252
1.127,1127,-0.951056516
1.128,1128,0.951056516
1.129,1129,-0.587785252
1.13,1130,0.0
1.131,1131,0.587785252
1.132,1132,-0.951056516
1.133,1133,0.951056516
1.134,1134,-0.587785252
1.135,1135,0.0
1.136,1136,0.587785252
1.137,1137,-0.951056516
1.138,1138,0.951056516
1.139,1139,-0.587785252
1.14,1140,0.0
1.141,1141,0.587785252
1.142,1142,-0.951056516
1.143,1143,0.951056516
1.144,1144,-0.587785252
1.145,1145,0.0
